Previous (Departure) Region,Reason,nrind,year,week
Lower Shabelle,Conflict/Insecurity,4,2018,7
Lower Shabelle,Conflict/Insecurity,169,2018,7
Lower Shabelle,Conflict/Insecurity,210,2018,7
Lower Shabelle,Conflict/Insecurity,312,2018,7
Lower Shabelle,Conflict/Insecurity,240,2018,7
Lower Shabelle,Conflict/Insecurity,10,2018,8
Lower Shabelle,Conflict/Insecurity,126,2018,8
Lower Shabelle,Conflict/Insecurity,108,2018,7
Lower Shabelle,Conflict/Insecurity,216,2018,7
Lower Shabelle,Conflict/Insecurity,7,2018,5
Lower Shabelle,Conflict/Insecurity,6,2018,5
Lower Shabelle,Conflict/Insecurity,13,2018,6
Lower Shabelle,Conflict/Insecurity,204,2018,6
Lower Shabelle,Conflict/Insecurity,118,2018,6
Lower Shabelle,Conflict/Insecurity,108,2018,7
Lower Shabelle,Conflict/Insecurity,31,2018,7
Lower Shabelle,Conflict/Insecurity,15,2018,7
Lower Shabelle,Conflict/Insecurity,6,2018,7
Lower Shabelle,Conflict/Insecurity,114,2018,7
Lower Shabelle,Conflict/Insecurity,312,2018,7
Lower Shabelle,Conflict/Insecurity,78,2018,7
Lower Shabelle,Conflict/Insecurity,228,2018,8
Lower Shabelle,Conflict/Insecurity,5,2018,8
Lower Shabelle,Conflict/Insecurity,282,2018,8
Lower Shabelle,Conflict/Insecurity,18,2018,9
Lower Shabelle,Conflict/Insecurity,202,2018,5
Lower Shabelle,Conflict/Insecurity,126,2018,7
Lower Shabelle,Conflict/Insecurity,4,2018,7
Lower Shabelle,Conflict/Insecurity,37,2018,7
Lower Shabelle,Conflict/Insecurity,29,2018,7
Lower Shabelle,Conflict/Insecurity,11,2018,7
Lower Shabelle,Conflict/Insecurity,139,2018,7
Lower Shabelle,Conflict/Insecurity,14,2018,7
Lower Shabelle,Conflict/Insecurity,7,2018,7
Lower Shabelle,Conflict/Insecurity,124,2018,7
Lower Shabelle,Conflict/Insecurity,138,2018,7
Lower Shabelle,Conflict/Insecurity,120,2018,8
Lower Shabelle,Conflict/Insecurity,162,2018,8
Lower Shabelle,Conflict/Insecurity,108,2018,8
Lower Shabelle,Conflict/Insecurity,102,2018,8
Lower Shabelle,Conflict/Insecurity,168,2018,8
Lower Shabelle,Conflict/Insecurity,14,2018,7
Lower Shabelle,Conflict/Insecurity,19,2018,7
Lower Shabelle,Conflict/Insecurity,120,2018,7
Lower Shabelle,Conflict/Insecurity,103,2018,8
Lower Shabelle,Conflict/Insecurity,732,2018,7
Lower Shabelle,Conflict/Insecurity,1197,2018,8
Lower Shabelle,Conflict/Insecurity,696,2018,8
Lower Shabelle,Conflict/Insecurity,334,2018,8
Lower Shabelle,Conflict/Insecurity,557,2018,8
Lower Shabelle,Conflict/Insecurity,216,2018,8
Lower Shabelle,Conflict/Insecurity,194,2018,8
Lower Shabelle,Conflict/Insecurity,310,2018,8
Lower Shabelle,Conflict/Insecurity,107,2018,7
Lower Shabelle,Conflict/Insecurity,265,2018,5
Lower Shabelle,Conflict/Insecurity,5,2018,7
Lower Shabelle,Conflict/Insecurity,2040,2018,9
Lower Shabelle,Conflict/Insecurity,330,2018,9
Lower Shabelle,Conflict/Insecurity,150,2018,9
Lower Shabelle,Conflict/Insecurity,540,2018,9
Lower Shabelle,Conflict/Insecurity,276,2018,10
Lower Shabelle,Conflict/Insecurity,1734,2018,10
Lower Shabelle,Conflict/Insecurity,136,2018,10
Lower Shabelle,Conflict/Insecurity,750,2018,11
Lower Shabelle,Conflict/Insecurity,102,2018,11
Lower Shabelle,Conflict/Insecurity,258,2018,11
Lower Shabelle,Conflict/Insecurity,775,2018,11
Lower Shabelle,Conflict/Insecurity,180,2018,12
Lower Shabelle,Conflict/Insecurity,456,2018,12
Lower Shabelle,Conflict/Insecurity,167,2018,10
Lower Shabelle,Conflict/Insecurity,690,2018,10
Lower Shabelle,Conflict/Insecurity,150,2018,11
Lower Shabelle,Conflict/Insecurity,1606,2018,11
Lower Shabelle,Conflict/Insecurity,480,2018,9
Lower Shabelle,Conflict/Insecurity,456,2018,10
Lower Shabelle,Conflict/Insecurity,120,2018,10
Lower Shabelle,Conflict/Insecurity,6,2018,10
Lower Shabelle,Conflict/Insecurity,150,2018,10
Lower Shabelle,Conflict/Insecurity,1438,2018,12
Lower Shabelle,Conflict/Insecurity,5,2018,9
Lower Shabelle,Conflict/Insecurity,11,2018,9
Lower Shabelle,Conflict/Insecurity,162,2018,12
Lower Shabelle,Conflict/Insecurity,138,2018,12
Lower Shabelle,Conflict/Insecurity,102,2018,12
Lower Shabelle,Conflict/Insecurity,450,2018,13
Lower Shabelle,Conflict/Insecurity,6,2018,11
Lower Shabelle,Conflict/Insecurity,7,2018,11
Lower Shabelle,Conflict/Insecurity,111,2018,12
Lower Shabelle,Conflict/Insecurity,5,2018,13
Lower Shabelle,Conflict/Insecurity,13,2018,13
Lower Shabelle,Conflict/Insecurity,20,2018,13
Lower Shabelle,Conflict/Insecurity,6,2018,13
Lower Shabelle,Conflict/Insecurity,26,2018,13
Lower Shabelle,Conflict/Insecurity,19,2018,13
Lower Shabelle,Conflict/Insecurity,32,2018,13
Lower Shabelle,Conflict/Insecurity,62,2018,12
Lower Shabelle,Conflict/Insecurity,37,2018,12
Lower Shabelle,Conflict/Insecurity,130,2018,13
Lower Shabelle,Conflict/Insecurity,34,2018,10
Lower Shabelle,Conflict/Insecurity,7,2018,13
Lower Shabelle,Conflict/Insecurity,35,2018,13
Lower Shabelle,Conflict/Insecurity,10,2018,13
Lower Shabelle,Conflict/Insecurity,16,2018,13
Lower Shabelle,Conflict/Insecurity,150,2018,14
Lower Shabelle,Conflict/Insecurity,5,2018,14
Lower Shabelle,Conflict/Insecurity,4,2018,14
Lower Shabelle,Conflict/Insecurity,120,2018,14
Lower Shabelle,Conflict/Insecurity,180,2018,14
Lower Shabelle,Conflict/Insecurity,7,2018,14
Lower Shabelle,Conflict/Insecurity,13,2018,14
Lower Shabelle,Conflict/Insecurity,102,2018,15
Lower Shabelle,Conflict/Insecurity,13,2018,15
Lower Shabelle,Conflict/Insecurity,102,2018,15
Lower Shabelle,Conflict/Insecurity,126,2018,15
Lower Shabelle,Conflict/Insecurity,200,2018,15
Lower Shabelle,Conflict/Insecurity,264,2018,16
Lower Shabelle,Conflict/Insecurity,150,2018,16
Lower Shabelle,Conflict/Insecurity,204,2018,17
Lower Shabelle,Conflict/Insecurity,180,2018,17
Lower Shabelle,Conflict/Insecurity,450,2018,17
Lower Shabelle,Conflict/Insecurity,180,2018,14
Lower Shabelle,Conflict/Insecurity,198,2018,15
Lower Shabelle,Conflict/Insecurity,102,2018,15
Lower Shabelle,Conflict/Insecurity,102,2018,15
Lower Shabelle,Conflict/Insecurity,144,2018,16
Lower Shabelle,Conflict/Insecurity,210,2018,16
Lower Shabelle,Conflict/Insecurity,24,2018,16
Lower Shabelle,Conflict/Insecurity,9,2018,14
Lower Shabelle,Conflict/Insecurity,7,2018,14
Lower Shabelle,Conflict/Insecurity,25,2018,14
Lower Shabelle,Conflict/Insecurity,32,2018,15
Lower Shabelle,Conflict/Insecurity,246,2018,15
Lower Shabelle,Conflict/Insecurity,102,2018,15
Lower Shabelle,Conflict/Insecurity,120,2018,16
Lower Shabelle,Conflict/Insecurity,19,2018,16
Lower Shabelle,Conflict/Insecurity,5,2018,16
Lower Shabelle,Conflict/Insecurity,135,2018,16
Lower Shabelle,Conflict/Insecurity,226,2018,16
Lower Shabelle,Conflict/Insecurity,6,2018,16
Lower Shabelle,Conflict/Insecurity,108,2018,14
Lower Shabelle,Conflict/Insecurity,114,2018,15
Lower Shabelle,Conflict/Insecurity,180,2018,15
Lower Shabelle,Conflict/Insecurity,23,2018,16
Lower Shabelle,Conflict/Insecurity,31,2018,16
Lower Shabelle,Conflict/Insecurity,8,2018,16
Lower Shabelle,Conflict/Insecurity,14,2018,16
Lower Shabelle,Conflict/Insecurity,250,2018,17
Lower Shabelle,Conflict/Insecurity,300,2018,17
Lower Shabelle,Conflict/Insecurity,312,2018,17
Lower Shabelle,Conflict/Insecurity,132,2018,17
Lower Shabelle,Conflict/Insecurity,246,2018,17
Lower Shabelle,Conflict/Insecurity,6,2018,14
Lower Shabelle,Conflict/Insecurity,8,2018,14
Lower Shabelle,Conflict/Insecurity,5,2018,15
Lower Shabelle,Conflict/Insecurity,8,2018,16
Lower Shabelle,Conflict/Insecurity,12,2018,14
Lower Shabelle,Conflict/Insecurity,27,2018,14
Lower Shabelle,Conflict/Insecurity,7,2018,14
Lower Shabelle,Conflict/Insecurity,16,2018,14
Lower Shabelle,Conflict/Insecurity,128,2018,17
Lower Shabelle,Conflict/Insecurity,108,2018,17
Lower Shabelle,Conflict/Insecurity,136,2018,17
Lower Shabelle,Conflict/Insecurity,7,2018,16
Lower Shabelle,Conflict/Insecurity,148,2018,17
Lower Shabelle,Conflict/Insecurity,8,2018,16
Lower Shabelle,Conflict/Insecurity,11,2018,16
Lower Shabelle,Conflict/Insecurity,18,2018,16
Lower Shabelle,Conflict/Insecurity,450,2018,18
Lower Shabelle,Conflict/Insecurity,192,2018,18
Lower Shabelle,Conflict/Insecurity,10,2018,19
Lower Shabelle,Conflict/Insecurity,18,2018,19
Lower Shabelle,Conflict/Insecurity,102,2018,22
Lower Shabelle,Conflict/Insecurity,9,2018,18
Lower Shabelle,Conflict/Insecurity,15,2018,18
Lower Shabelle,Conflict/Insecurity,12,2018,18
Lower Shabelle,Conflict/Insecurity,23,2018,18
Lower Shabelle,Conflict/Insecurity,180,2018,19
Lower Shabelle,Conflict/Insecurity,252,2018,19
Lower Shabelle,Conflict/Insecurity,180,2018,18
Lower Shabelle,Conflict/Insecurity,118,2018,19
Lower Shabelle,Conflict/Insecurity,138,2018,20
Lower Shabelle,Conflict/Insecurity,102,2018,22
Lower Shabelle,Conflict/Insecurity,9,2018,18
Lower Shabelle,Conflict/Insecurity,108,2018,19
Lower Shabelle,Conflict/Insecurity,204,2018,19
Lower Shabelle,Conflict/Insecurity,108,2018,22
Lower Shabelle,Conflict/Insecurity,24,2018,19
Lower Shabelle,Conflict/Insecurity,16,2018,19
Lower Shabelle,Conflict/Insecurity,6,2018,21
Lower Shabelle,Conflict/Insecurity,11,2018,19
Lower Shabelle,Conflict/Insecurity,6,2018,19
Lower Shabelle,Conflict/Insecurity,13,2018,19
Lower Shabelle,Conflict/Insecurity,126,2018,21
Lower Shabelle,Conflict/Insecurity,7,2018,20
Lower Shabelle,Conflict/Insecurity,10,2018,20
Lower Shabelle,Conflict/Insecurity,10,2018,20
Lower Shabelle,Conflict/Insecurity,50,2018,20
Lower Shabelle,Conflict/Insecurity,250,2018,18
Lower Shabelle,Conflict/Insecurity,240,2018,19
Lower Shabelle,Conflict/Insecurity,132,2018,19
Lower Shabelle,Conflict/Insecurity,20,2018,21
Lower Shabelle,Conflict/Insecurity,25,2018,21
Lower Shabelle,Conflict/Insecurity,16,2018,21
Lower Shabelle,Conflict/Insecurity,21,2018,21
Lower Shabelle,Conflict/Insecurity,5,2018,23
Lower Shabelle,Conflict/Insecurity,7,2018,23
Lower Shabelle,Conflict/Insecurity,6,2018,23
Lower Shabelle,Conflict/Insecurity,157,2018,24
Lower Shabelle,Conflict/Insecurity,102,2018,24
Lower Shabelle,Conflict/Insecurity,11,2018,24
Lower Shabelle,Conflict/Insecurity,5,2018,24
Lower Shabelle,Conflict/Insecurity,102,2018,25
Lower Shabelle,Conflict/Insecurity,34,2018,25
Lower Shabelle,Conflict/Insecurity,3,2018,25
Lower Shabelle,Conflict/Insecurity,7,2018,25
Lower Shabelle,Conflict/Insecurity,5,2018,23
Lower Shabelle,Conflict/Insecurity,62,2018,25
Lower Shabelle,Conflict/Insecurity,6,2018,25
Lower Shabelle,Conflict/Insecurity,108,2018,25
Lower Shabelle,Conflict/Insecurity,6,2018,24
Lower Shabelle,Conflict/Insecurity,5,2018,24
Lower Shabelle,Conflict/Insecurity,300,2018,24
Lower Shabelle,Conflict/Insecurity,7,2018,24
Lower Shabelle,Conflict/Insecurity,6,2018,24
Lower Shabelle,Conflict/Insecurity,8,2018,24
Lower Shabelle,Conflict/Insecurity,5,2018,24
Lower Shabelle,Conflict/Insecurity,9,2018,24
Lower Shabelle,Conflict/Insecurity,4,2018,23
Lower Shabelle,Conflict/Insecurity,3,2018,23
Lower Shabelle,Conflict/Insecurity,21,2018,23
Lower Shabelle,Conflict/Insecurity,13,2018,24
Lower Shabelle,Conflict/Insecurity,5,2018,24
Lower Shabelle,Conflict/Insecurity,6,2018,25
Lower Shabelle,Conflict/Insecurity,270,2018,26
Lower Shabelle,Conflict/Insecurity,7,2018,26
Lower Shabelle,Conflict/Insecurity,120,2018,27
Lower Shabelle,Conflict/Insecurity,18,2018,27
Lower Shabelle,Conflict/Insecurity,125,2018,27
Lower Shabelle,Conflict/Insecurity,120,2018,27
Lower Shabelle,Conflict/Insecurity,108,2018,27
Lower Shabelle,Conflict/Insecurity,130,2018,27
Lower Shabelle,Conflict/Insecurity,224,2018,27
Lower Shabelle,Conflict/Insecurity,116,2018,28
Lower Shabelle,Conflict/Insecurity,6,2018,28
Lower Shabelle,Conflict/Insecurity,150,2018,28
Lower Shabelle,Conflict/Insecurity,14,2018,28
Lower Shabelle,Conflict/Insecurity,4,2018,28
Lower Shabelle,Conflict/Insecurity,114,2018,29
Lower Shabelle,Conflict/Insecurity,102,2018,29
Lower Shabelle,Conflict/Insecurity,156,2018,29
Lower Shabelle,Conflict/Insecurity,120,2018,29
Lower Shabelle,Conflict/Insecurity,12,2018,30
Lower Shabelle,Conflict/Insecurity,8,2018,30
Lower Shabelle,Conflict/Insecurity,6,2018,30
Lower Shabelle,Conflict/Insecurity,6,2018,30
Lower Shabelle,Conflict/Insecurity,4,2018,30
Lower Shabelle,Conflict/Insecurity,126,2018,27
Lower Shabelle,Conflict/Insecurity,144,2018,28
Lower Shabelle,Conflict/Insecurity,4,2018,26
Lower Shabelle,Conflict/Insecurity,108,2018,27
Lower Shabelle,Conflict/Insecurity,100,2018,27
Lower Shabelle,Conflict/Insecurity,116,2018,27
Lower Shabelle,Conflict/Insecurity,4,2018,27
Lower Shabelle,Conflict/Insecurity,4,2018,27
Lower Shabelle,Conflict/Insecurity,5,2018,28
Lower Shabelle,Conflict/Insecurity,9,2018,28
Lower Shabelle,Conflict/Insecurity,102,2018,29
Lower Shabelle,Conflict/Insecurity,198,2018,26
Lower Shabelle,Conflict/Insecurity,138,2018,27
Lower Shabelle,Conflict/Insecurity,150,2018,27
Lower Shabelle,Conflict/Insecurity,234,2018,27
Lower Shabelle,Conflict/Insecurity,102,2018,27
Lower Shabelle,Conflict/Insecurity,100,2018,27
Lower Shabelle,Conflict/Insecurity,108,2018,28
Lower Shabelle,Conflict/Insecurity,138,2018,28
Lower Shabelle,Conflict/Insecurity,14,2018,28
Lower Shabelle,Conflict/Insecurity,121,2018,28
Lower Shabelle,Conflict/Insecurity,14,2018,29
Lower Shabelle,Conflict/Insecurity,8,2018,29
Lower Shabelle,Conflict/Insecurity,7,2018,29
Lower Shabelle,Conflict/Insecurity,108,2018,29
Lower Shabelle,Conflict/Insecurity,5,2018,30
Lower Shabelle,Conflict/Insecurity,2,2018,30
Lower Shabelle,Conflict/Insecurity,9,2018,30
Lower Shabelle,Conflict/Insecurity,3,2018,30
Lower Shabelle,Conflict/Insecurity,5,2018,27
Lower Shabelle,Conflict/Insecurity,5,2018,28
Lower Shabelle,Conflict/Insecurity,3,2018,28
Lower Shabelle,Conflict/Insecurity,26,2018,28
Lower Shabelle,Conflict/Insecurity,210,2018,30
Lower Shabelle,Conflict/Insecurity,8,2018,31
Lower Shabelle,Conflict/Insecurity,12,2018,31
Lower Shabelle,Conflict/Insecurity,50,2018,31
Lower Shabelle,Conflict/Insecurity,9,2018,30
Lower Shabelle,Conflict/Insecurity,11,2018,30
Lower Shabelle,Conflict/Insecurity,25,2018,30
Lower Shabelle,Conflict/Insecurity,11,2018,27
Lower Shabelle,Conflict/Insecurity,8,2018,27
Lower Shabelle,Conflict/Insecurity,5,2018,26
Lower Shabelle,Conflict/Insecurity,6,2018,26
Lower Shabelle,Conflict/Insecurity,102,2018,31
Lower Shabelle,Conflict/Insecurity,102,2018,32
Lower Shabelle,Conflict/Insecurity,102,2018,32
Lower Shabelle,Conflict/Insecurity,240,2018,32
Lower Shabelle,Conflict/Insecurity,912,2018,32
Lower Shabelle,Conflict/Insecurity,114,2018,33
Lower Shabelle,Conflict/Insecurity,102,2018,33
Lower Shabelle,Conflict/Insecurity,498,2018,33
Lower Shabelle,Conflict/Insecurity,1004,2018,33
Lower Shabelle,Conflict/Insecurity,7,2018,33
Lower Shabelle,Conflict/Insecurity,138,2018,34
Lower Shabelle,Conflict/Insecurity,798,2018,34
Lower Shabelle,Conflict/Insecurity,8,2018,34
Lower Shabelle,Conflict/Insecurity,7,2018,34
Lower Shabelle,Conflict/Insecurity,8,2018,34
Lower Shabelle,Conflict/Insecurity,8,2018,34
Lower Shabelle,Conflict/Insecurity,150,2018,34
Lower Shabelle,Conflict/Insecurity,9,2018,31
Lower Shabelle,Conflict/Insecurity,102,2018,31
Lower Shabelle,Conflict/Insecurity,145,2018,35
Lower Shabelle,Conflict/Insecurity,5,2018,31
Lower Shabelle,Conflict/Insecurity,102,2018,31
Lower Shabelle,Conflict/Insecurity,168,2018,32
Lower Shabelle,Conflict/Insecurity,2,2018,32
Lower Shabelle,Conflict/Insecurity,20,2018,32
Lower Shabelle,Conflict/Insecurity,35,2018,34
Lower Shabelle,Conflict/Insecurity,14,2018,34
Lower Shabelle,Conflict/Insecurity,9,2018,34
Lower Shabelle,Conflict/Insecurity,47,2018,34
Lower Shabelle,Conflict/Insecurity,23,2018,34
Lower Shabelle,Conflict/Insecurity,8,2018,34
Lower Shabelle,Conflict/Insecurity,584,2018,34
Lower Shabelle,Conflict/Insecurity,8,2018,34
Lower Shabelle,Conflict/Insecurity,31,2018,34
Lower Shabelle,Conflict/Insecurity,35,2018,34
Lower Shabelle,Conflict/Insecurity,1784,2018,34
Lower Shabelle,Conflict/Insecurity,17,2018,34
Lower Shabelle,Conflict/Insecurity,9,2018,34
Lower Shabelle,Conflict/Insecurity,1576,2018,34
Lower Shabelle,Conflict/Insecurity,7,2018,34
Lower Shabelle,Conflict/Insecurity,3014,2018,35
Lower Shabelle,Conflict/Insecurity,9,2018,35
Lower Shabelle,Conflict/Insecurity,9,2018,35
Lower Shabelle,Conflict/Insecurity,6,2018,35
Lower Shabelle,Conflict/Insecurity,624,2018,35
Lower Shabelle,Conflict/Insecurity,2496,2018,35
Lower Shabelle,Conflict/Insecurity,577,2018,35
Lower Shabelle,Conflict/Insecurity,23,2018,35
Lower Shabelle,Conflict/Insecurity,270,2018,35
Lower Shabelle,Conflict/Insecurity,138,2018,31
Lower Shabelle,Conflict/Insecurity,360,2018,31
Lower Shabelle,Conflict/Insecurity,108,2018,31
Lower Shabelle,Conflict/Insecurity,102,2018,31
Lower Shabelle,Conflict/Insecurity,102,2018,31
Lower Shabelle,Conflict/Insecurity,162,2018,31
Lower Shabelle,Conflict/Insecurity,108,2018,32
Lower Shabelle,Conflict/Insecurity,288,2018,32
Lower Shabelle,Conflict/Insecurity,109,2018,32
Lower Shabelle,Conflict/Insecurity,270,2018,32
Lower Shabelle,Conflict/Insecurity,216,2018,32
Lower Shabelle,Conflict/Insecurity,180,2018,32
Lower Shabelle,Conflict/Insecurity,6,2018,32
Lower Shabelle,Conflict/Insecurity,12,2018,32
Lower Shabelle,Conflict/Insecurity,626,2018,32
Lower Shabelle,Conflict/Insecurity,190,2018,33
Lower Shabelle,Conflict/Insecurity,851,2018,33
Lower Shabelle,Conflict/Insecurity,254,2018,33
Lower Shabelle,Conflict/Insecurity,9,2018,33
Lower Shabelle,Conflict/Insecurity,7,2018,33
Lower Shabelle,Conflict/Insecurity,180,2018,33
Lower Shabelle,Conflict/Insecurity,306,2018,33
Lower Shabelle,Conflict/Insecurity,456,2018,33
Lower Shabelle,Conflict/Insecurity,2,2018,34
Lower Shabelle,Conflict/Insecurity,180,2018,34
Lower Shabelle,Conflict/Insecurity,423,2018,34
Lower Shabelle,Conflict/Insecurity,6,2018,34
Lower Shabelle,Conflict/Insecurity,225,2018,34
Lower Shabelle,Conflict/Insecurity,108,2018,34
Lower Shabelle,Conflict/Insecurity,4,2018,34
Lower Shabelle,Conflict/Insecurity,1592,2018,34
Lower Shabelle,Conflict/Insecurity,8,2018,34
Lower Shabelle,Conflict/Insecurity,109,2018,34
Lower Shabelle,Conflict/Insecurity,486,2018,34
Lower Shabelle,Conflict/Insecurity,1115,2018,34
Lower Shabelle,Conflict/Insecurity,8,2018,34
Lower Shabelle,Conflict/Insecurity,6,2018,34
Lower Shabelle,Conflict/Insecurity,927,2018,35
Lower Shabelle,Conflict/Insecurity,6,2018,35
Lower Shabelle,Conflict/Insecurity,2285,2018,35
Lower Shabelle,Conflict/Insecurity,900,2018,35
Lower Shabelle,Conflict/Insecurity,222,2018,35
Lower Shabelle,Conflict/Insecurity,1320,2018,35
Lower Shabelle,Conflict/Insecurity,7,2018,32
Lower Shabelle,Conflict/Insecurity,4,2018,31
Lower Shabelle,Conflict/Insecurity,3,2018,32
Lower Shabelle,Conflict/Insecurity,7,2018,34
Lower Shabelle,Conflict/Insecurity,2,2018,32
Lower Shabelle,Conflict/Insecurity,10,2018,32
Lower Shabelle,Conflict/Insecurity,8,2018,32
Lower Shabelle,Conflict/Insecurity,8,2018,33
Lower Shabelle,Conflict/Insecurity,20,2018,31
Lower Shabelle,Conflict/Insecurity,9,2018,31
Lower Shabelle,Conflict/Insecurity,8,2018,31
Lower Shabelle,Conflict/Insecurity,4,2018,31
Lower Shabelle,Conflict/Insecurity,5,2018,31
Lower Shabelle,Conflict/Insecurity,13,2018,31
Lower Shabelle,Conflict/Insecurity,128,2018,34
Lower Shabelle,Conflict/Insecurity,20,2018,34
Lower Shabelle,Conflict/Insecurity,9,2018,34
Lower Shabelle,Conflict/Insecurity,13,2018,34
Lower Shabelle,Conflict/Insecurity,6,2018,34
Lower Shabelle,Conflict/Insecurity,18,2018,33
Lower Shabelle,Conflict/Insecurity,5,2018,33
Lower Shabelle,Conflict/Insecurity,11,2018,33
Lower Shabelle,Conflict/Insecurity,32,2018,33
Lower Shabelle,Conflict/Insecurity,156,2018,33
Lower Shabelle,Conflict/Insecurity,4,2018,34
Lower Shabelle,Conflict/Insecurity,7,2018,34
Lower Shabelle,Conflict/Insecurity,11,2018,34
Lower Shabelle,Conflict/Insecurity,13,2018,35
Lower Shabelle,Conflict/Insecurity,13,2018,35
Lower Shabelle,Conflict/Insecurity,7,2018,35
Lower Shabelle,Conflict/Insecurity,13,2018,35
Lower Shabelle,Conflict/Insecurity,21,2018,35
Lower Shabelle,Conflict/Insecurity,7,2018,35
Lower Shabelle,Conflict/Insecurity,9,2018,35
Lower Shabelle,Conflict/Insecurity,10,2018,35
Lower Shabelle,Conflict/Insecurity,19,2018,35
Lower Shabelle,Conflict/Insecurity,27,2018,35
Lower Shabelle,Conflict/Insecurity,3,2018,33
Lower Shabelle,Conflict/Insecurity,20,2018,33
Lower Shabelle,Conflict/Insecurity,2,2018,32
Lower Shabelle,Conflict/Insecurity,25,2018,32
Lower Shabelle,Conflict/Insecurity,29,2018,32
Lower Shabelle,Conflict/Insecurity,4,2018,33
Lower Shabelle,Conflict/Insecurity,3,2018,33
Lower Shabelle,Conflict/Insecurity,3,2018,33
Lower Shabelle,Conflict/Insecurity,7,2018,33
Lower Shabelle,Conflict/Insecurity,15,2018,33
Lower Shabelle,Conflict/Insecurity,198,2018,34
Lower Shabelle,Conflict/Insecurity,3,2018,34
Lower Shabelle,Conflict/Insecurity,36,2018,34
Lower Shabelle,Conflict/Insecurity,33,2018,34
Lower Shabelle,Conflict/Insecurity,21,2018,35
Lower Shabelle,Conflict/Insecurity,412,2018,35
Lower Shabelle,Conflict/Insecurity,150,2018,35
Lower Shabelle,Conflict/Insecurity,9,2018,31
Lower Shabelle,Conflict/Insecurity,107,2018,32
Lower Shabelle,Conflict/Insecurity,8,2018,32
Lower Shabelle,Conflict/Insecurity,7,2018,32
Lower Shabelle,Conflict/Insecurity,138,2018,33
Lower Shabelle,Conflict/Insecurity,16,2018,33
Lower Shabelle,Conflict/Insecurity,21,2018,34
Lower Shabelle,Conflict/Insecurity,10,2018,35
Lower Shabelle,Conflict/Insecurity,9,2018,32
Lower Shabelle,Conflict/Insecurity,31,2018,32
Lower Shabelle,Conflict/Insecurity,9,2018,32
Lower Shabelle,Conflict/Insecurity,16,2018,32
Lower Shabelle,Conflict/Insecurity,56,2018,33
Lower Shabelle,Conflict/Insecurity,41,2018,34
Lower Shabelle,Conflict/Insecurity,21,2018,34
Lower Shabelle,Conflict/Insecurity,20,2018,34
Lower Shabelle,Conflict/Insecurity,11,2018,35
Lower Shabelle,Conflict/Insecurity,16,2018,36
Lower Shabelle,Conflict/Insecurity,156,2018,36
Lower Shabelle,Conflict/Insecurity,23,2018,37
Lower Shabelle,Conflict/Insecurity,114,2018,38
Lower Shabelle,Conflict/Insecurity,240,2018,38
Lower Shabelle,Conflict/Insecurity,6,2018,38
Lower Shabelle,Conflict/Insecurity,144,2018,38
Lower Shabelle,Conflict/Insecurity,726,2018,35
Lower Shabelle,Conflict/Insecurity,1115,2018,35
Lower Shabelle,Conflict/Insecurity,2958,2018,35
Lower Shabelle,Conflict/Insecurity,150,2018,35
Lower Shabelle,Conflict/Insecurity,343,2018,36
Lower Shabelle,Conflict/Insecurity,6,2018,36
Lower Shabelle,Conflict/Insecurity,16,2018,36
Lower Shabelle,Conflict/Insecurity,159,2018,36
Lower Shabelle,Conflict/Insecurity,6,2018,36
Lower Shabelle,Conflict/Insecurity,14,2018,36
Lower Shabelle,Conflict/Insecurity,572,2018,36
Lower Shabelle,Conflict/Insecurity,8,2018,36
Lower Shabelle,Conflict/Insecurity,252,2018,36
Lower Shabelle,Conflict/Insecurity,497,2018,36
Lower Shabelle,Conflict/Insecurity,6,2018,36
Lower Shabelle,Conflict/Insecurity,434,2018,36
Lower Shabelle,Conflict/Insecurity,370,2018,36
Lower Shabelle,Conflict/Insecurity,6,2018,36
Lower Shabelle,Conflict/Insecurity,189,2018,36
Lower Shabelle,Conflict/Insecurity,690,2018,36
Lower Shabelle,Conflict/Insecurity,679,2018,36
Lower Shabelle,Conflict/Insecurity,8,2018,36
Lower Shabelle,Conflict/Insecurity,6,2018,36
Lower Shabelle,Conflict/Insecurity,822,2018,36
Lower Shabelle,Conflict/Insecurity,13,2018,36
Lower Shabelle,Conflict/Insecurity,6,2018,36
Lower Shabelle,Conflict/Insecurity,583,2018,37
Lower Shabelle,Conflict/Insecurity,126,2018,37
Lower Shabelle,Conflict/Insecurity,750,2018,37
Lower Shabelle,Conflict/Insecurity,488,2018,37
Lower Shabelle,Conflict/Insecurity,7,2018,37
Lower Shabelle,Conflict/Insecurity,13,2018,37
Lower Shabelle,Conflict/Insecurity,108,2018,37
Lower Shabelle,Conflict/Insecurity,720,2018,37
Lower Shabelle,Conflict/Insecurity,6,2018,37
Lower Shabelle,Conflict/Insecurity,155,2018,37
Lower Shabelle,Conflict/Insecurity,1808,2018,37
Lower Shabelle,Conflict/Insecurity,185,2018,37
Lower Shabelle,Conflict/Insecurity,853,2018,37
Lower Shabelle,Conflict/Insecurity,37,2018,37
Lower Shabelle,Conflict/Insecurity,600,2018,37
Lower Shabelle,Conflict/Insecurity,20,2018,37
Lower Shabelle,Conflict/Insecurity,6,2018,37
Lower Shabelle,Conflict/Insecurity,3,2018,37
Lower Shabelle,Conflict/Insecurity,1027,2018,38
Lower Shabelle,Conflict/Insecurity,7,2018,38
Lower Shabelle,Conflict/Insecurity,15,2018,38
